988;company-988;1990-06-06;90;gkomissarova@rao.net
989;company-989;1986-11-07;28;veselovaevfrosinija@metalloinvest.net
990;company-990;1974-10-04;49;dmitrievmilovan@seleznev.biz
991;company-991;1970-02-10;39;fadeevlukjan@filatova.edu
992;company-992;1995-08-15;85;omihalov@zao.edu
993;company-993;1972-06-01;59;evdokija_92@ooo.edu
994;company-994;1979-04-29;19;kazakovsvjatoslav@holding.biz
995;company-995;2017-10-30;56;gorshkovavera@rao.net
996;company-996;1985-10-14;15;chernovpolikarp@npo.edu
997;company-997;1986-12-15;82;panfil_85@rao.org
998;company-998;1979-01-14;37;zkonovalova@savin.info
999;company-999;1994-01-09;38;samolovljubosmisl@ooo.edu
1000;company-1000;2009-12-09;28;vinogradovvsemil@oao.com
